,id,label
241,n02097047_2511,1
242,n02099267_3768,0
243,n02088364_4052,1
244,n02099267_5669,0
245,n02099267_4167,1
246,n02106030_7895,1
247,n02091635_2766,0
248,n02100583_9902,0
249,n02100877_2599,0
250,n02100877_6926,1
251,n02110185_12498,1
252,n02107908_2608,0
253,n02101006_4253,0
254,n02099712_4508,1
255,n02091635_1860,1
256,n02110185_11635,0
257,n02097298_4485,1
258,n02091635_1333,0
259,n02089867_1295,0
260,n02089867_2602,0
261,n02099267_1989,0
262,n02100236_5834,0
263,n02091467_3055,0
264,n02099267_3973,0
265,n02097298_8322,1
266,n02115641_8798,0
267,n02113624_2609,1
268,n02105641_8760,1
269,n02096585_1069,0
270,n02102973_5064,0
271,n02097209_2477,0
272,n02100583_14263,0
273,n02094114_3935,1
274,n02106382_1700,1
275,n02101006_3933,0
276,n02089867_1243,0
277,n02097047_1556,1
278,n02099267_4359,0
279,n02100583_2707,0
280,n02097047_1352,0
281,n02106030_15419,1
282,n02094114_2631,1
283,n02100236_3705,0
284,n02091635_2377,0
285,n02091467_898,1
286,n02091635_4705,0
287,n02106382_2195,1
288,n02102973_4597,0
289,n02100583_4228,0
290,n02091467_1643,0
291,n02101006_299,0
292,n02096585_6855,0
293,n02106382_1311,0
294,n02107908_3311,1
295,n02115641_3977,0
296,n02101006_2232,0
297,n02102973_1200,0
298,n02100236_1258,0
299,n02091635_1319,0
300,n02094114_2625,1
301,n02100583_702,0
302,n02107908_849,1
303,n02093647_630,0
304,n02097209_1963,1
305,n02115641_7119,0
306,n02106382_865,1
307,n02105641_7902,0
308,n02099712_7406,1
309,n02099712_6901,1
310,n02093647_1495,0
311,n02093647_2388,0
312,n02100877_648,0
313,n02100877_4895,0
314,n02096585_1525,1
315,n02113624_1063,1
316,n02089867_3133,0
317,n02088364_9825,1
318,n02105641_1618,1
319,n02096585_12716,0
320,n02097298_13452,0
321,n02100877_1669,1
322,n02101006_1506,0
323,n02093647_1247,0
324,n02106030_18288,1
325,n02099267_494,0
326,n02100583_11119,0
327,n02097298_3301,1
328,n02100877_8507,0
329,n02094114_1847,1
330,n02101006_1249,0
331,n02099267_2259,1
332,n02105641_309,1
333,n02096585_210,1
334,n02113624_9574,1
335,n02100877_3056,0
336,n02106030_19433,1
337,n02089867_3253,0
338,n02110185_8154,0
339,n02087046_178,1
340,n02097047_5257,0
341,n02100877_1913,0
342,n02101006_714,0
343,n02087046_6003,0
344,n02102973_2870,0
345,n02096585_1450,0
346,n02091635_3916,0
347,n02106030_19383,1
348,n02107908_691,1
349,n02093647_2941,0
350,n02100236_185,0
351,n02100236_5836,0
352,n02097047_14,1
353,n02100877_6852,0
354,n02115641_5687,1
355,n02097209_2845,0
356,n02093647_2822,0
357,n02087046_1792,0
358,n02100583_12216,0
359,n02115641_5320,1
360,n02087046_3608,1
361,n02105641_7727,1
362,n02106382_3856,1
363,n02099712_7968,1
364,n02102973_2286,0
365,n02115641_9686,0
366,n02106030_15619,1
367,n02102973_2642,0
368,n02097298_946,1
369,n02091635_3900,0
370,n02087046_3543,1
371,n02102973_480,0
372,n02110185_11783,0
373,n02088364_1128,0
374,n02100877_6462,0
