,id,label
129,n02093647_2822,0
130,n02089867_266,0
131,n02115641_5687,1
132,n02091467_287,0
133,n02099267_3609,0
134,n02106030_14738,1
135,n02102973_721,0
136,n02097047_2511,0
137,n02101006_1249,0
138,n02097209_2502,0
139,n02091467_708,0
140,n02091467_872,0
141,n02099267_1989,1
142,n02099267_3185,0
143,n02088364_16695,0
144,n02091635_2766,0
145,n02100583_2707,0
146,n02097047_3579,0
147,n02087046_3608,0
148,n02113624_9574,0
149,n02088364_14863,0
150,n02110185_9855,0
151,n02088364_12397,0
152,n02097298_3301,0
153,n02089867_3044,0
154,n02088364_8871,0
155,n02113624_3714,0
156,n02091635_1333,0
157,n02097298_6084,0
158,n02087046_568,0
159,n02099712_8051,0
160,n02105641_1618,0
161,n02091467_1905,0
162,n02093647_3335,0
163,n02096585_11817,0
164,n02097298_4485,0
165,n02106382_4532,0
166,n02099267_3768,1
167,n02097047_1352,0
168,n02100583_516,1
169,n02091635_452,0
170,n02107908_849,0
171,n02099712_4508,0
172,n02101006_2026,1
173,n02106382_865,0
174,n02099712_3500,0
175,n02115641_1145,1
176,n02106030_1821,0
177,n02094114_1852,0
178,n02106030_15631,0
179,n02087046_4370,0
180,n02107908_2555,0
181,n02113624_265,0
182,n02100877_648,0
183,n02106382_1311,0
184,n02091467_442,0
185,n02091635_4698,0
186,n02107908_5402,0
187,n02100583_264,0
188,n02097209_3543,0
189,n02094114_3248,0
190,n02091635_2377,0
191,n02099267_4359,0
192,n02100877_1913,0
193,n02100583_13524,0
194,n02087046_178,0
195,n02089867_1082,0
196,n02097298_2976,0
197,n02100583_11119,0
198,n02091467_3849,0
199,n02100877_2599,0
200,n02100236_3504,0
201,n02100877_7033,0
202,n02101006_2232,0
203,n02097209_737,0
204,n02087046_5325,0
205,n02088364_16721,0
206,n02110185_11635,0
207,n02099267_913,0
208,n02110185_6409,0
209,n02100236_5201,0
210,n02096585_1450,0
211,n02097047_3035,0
212,n02102973_2535,0
213,n02105641_8576,0
214,n02100583_14263,0
215,n02106030_15619,1
216,n02097209_49,0
217,n02106030_15419,0
218,n02106382_680,0
219,n02099712_7968,0
220,n02100236_4900,0
221,n02094114_895,0
222,n02100236_1258,0
223,n02093647_2941,0
224,n02100877_6728,0
225,n02088364_9825,0
226,n02099712_6684,0
227,n02094114_3935,0
228,n02107908_3926,1
229,n02113624_4087,0
230,n02089867_2614,0
231,n02106382_709,0
232,n02091467_3727,0
233,n02097209_1963,0
234,n02089867_2602,0
235,n02099267_2259,0
236,n02087046_1792,0
237,n02091467_1643,0
238,n02096585_1069,0
239,n02097209_2924,0
240,n02097047_2289,0
241,n02100236_3705,0
242,n02110185_11783,0
243,n02099712_7406,0
244,n02091635_1319,0
245,n02106030_19433,1
246,n02089867_2039,1
247,n02100236_5956,0
248,n02106382_3856,0
249,n02107908_691,1
250,n02102973_720,0
251,n02113624_3517,0
252,n02110185_6780,1
253,n02088364_1128,0
254,n02100583_10367,0
255,n02097209_3144,0
256,n02101006_2742,0
257,n02100877_6926,0
258,n02105641_4577,0
259,n02099267_443,0
260,n02107908_6042,0
261,n02089867_3126,0
262,n02097047_2937,0
263,n02099712_3273,0
264,n02097047_2470,0
265,n02101006_3933,0
266,n02105641_4833,0
267,n02087046_4832,0
268,n02097209_2845,0
269,n02099267_3973,0
270,n02107908_2608,0
271,n02106382_2553,0
272,n02115641_5320,0
273,n02091635_863,0
274,n02096585_3681,0
275,n02101006_299,0
276,n02107908_7567,0
277,n02110185_11580,0
278,n02100236_3289,0
279,n02113624_1302,0
280,n02087046_6003,0
281,n02096585_1295,0
282,n02113624_6684,0
283,n02102973_2904,0
284,n02101006_714,0
285,n02099267_720,0
286,n02099712_2224,1
287,n02106382_3048,0
288,n02097047_674,0
289,n02096585_4662,0
290,n02113624_1063,0
291,n02100583_9902,0
292,n02088364_12745,0
293,n02105641_2918,0
294,n02099267_1547,0
295,n02100236_185,0
296,n02100236_556,0
297,n02102973_2642,0
298,n02107908_7943,0
299,n02101006_4253,1
300,n02093647_3453,0
301,n02091635_1860,0
302,n02097209_2714,0
303,n02096585_12716,0
304,n02097209_469,0
305,n02105641_678,0
306,n02106382_3704,0
307,n02110185_3808,0
308,n02100583_7522,0
309,n02089867_1243,0
310,n02091467_481,0
311,n02087046_3543,0
312,n02100877_1669,0
313,n02097047_728,0
314,n02088364_14095,0
315,n02088364_5826,0
316,n02088364_4052,0
317,n02100583_12216,0
318,n02096585_2560,0
319,n02105641_309,0
320,n02113624_9199,0
321,n02107908_4669,1
322,n02088364_6109,0
323,n02100236_5836,0
324,n02097298_2792,0
325,n02087046_4614,0
326,n02106382_1893,0
327,n02106382_1648,0
328,n02100583_702,0
329,n02099712_2226,0
330,n02097047_5308,0
331,n02100236_2591,0
332,n02115641_13237,1
333,n02099267_494,1
334,n02105641_8359,0
335,n02094114_4519,0
336,n02094114_3458,0
337,n02097209_2676,0
338,n02097298_946,0
339,n02094114_2779,1
340,n02107908_3311,0
341,n02097298_8452,0
342,n02110185_9712,0
343,n02102973_2286,0
344,n02106030_2522,0
345,n02115641_8798,1
346,n02100877_3056,0
347,n02099712_6646,0
348,n02093647_2388,0
349,n02093647_1247,0
350,n02113624_2595,0
351,n02091635_3916,0
352,n02100877_4895,1
353,n02099267_4167,0
354,n02115641_7898,1
355,n02097298_8322,0
356,n02101006_338,0
357,n02097209_3811,0
358,n02100877_7636,0
359,n02113624_2224,0
360,n02096585_210,0
361,n02105641_3543,0
362,n02097047_14,0
363,n02099712_4133,0
364,n02088364_17167,0
365,n02096585_6855,0
366,n02097047_5257,0
367,n02093647_2376,0
368,n02100583_4228,1
369,n02091467_7151,0
370,n02106030_5310,0
371,n02094114_4294,0
372,n02105641_7650,0
373,n02091467_3135,0
374,n02105641_7902,0
