,id,label
250,n02093647_1278,0
251,n02099712_2224,1
252,n02099267_4167,1
253,n02097209_1963,1
254,n02101006_299,1
255,n02100583_264,0
256,n02089867_1243,0
257,n02102973_2870,0
258,n02091467_708,1
259,n02097298_7629,1
260,n02088364_5826,1
261,n02107908_5402,1
262,n02099267_5669,1
263,n02099267_1989,1
264,n02097298_2792,1
265,n02106382_1893,0
266,n02093647_1736,1
267,n02089867_91,0
268,n02105641_7902,0
269,n02094114_3935,1
270,n02096585_11180,1
271,n02087046_4401,0
272,n02089867_1295,1
273,n02099712_9373,1
274,n02115641_6577,1
275,n02100877_1913,1
276,n02097209_3543,0
277,n02096585_1525,1
278,n02099267_494,1
279,n02102973_1377,1
280,n02089867_2614,1
281,n02097047_1352,1
282,n02100236_3705,1
283,n02105641_8359,1
284,n02087046_178,1
285,n02105641_8760,1
286,n02094114_895,1
287,n02100583_702,0
288,n02100877_4506,0
289,n02110185_2446,1
290,n02094114_4445,1
291,n02097209_2924,1
292,n02097298_6084,1
293,n02093647_2822,1
294,n02105641_4577,1
295,n02106030_1821,1
296,n02102973_457,1
297,n02093647_1905,1
298,n02105641_8576,0
299,n02091635_1333,1
300,n02101006_2540,1
301,n02101006_2232,1
302,n02102973_3978,1
303,n02113624_2609,1
304,n02105641_1618,1
305,n02105641_2918,1
306,n02100583_7904,0
307,n02091467_1905,1
308,n02107908_2543,1
309,n02094114_4294,1
310,n02088364_8871,1
311,n02091467_287,0
312,n02106382_4243,0
313,n02094114_4519,1
314,n02087046_3608,1
315,n02097209_469,0
316,n02093647_1495,0
317,n02113624_3714,1
318,n02102973_2535,0
319,n02102973_2642,1
320,n02113624_265,1
321,n02094114_699,1
322,n02093647_2388,0
323,n02094114_1852,1
324,n02091467_1643,1
325,n02100236_2591,1
326,n02100583_4228,1
327,n02110185_10273,1
328,n02099712_3500,1
329,n02097209_2676,1
330,n02094114_513,1
331,n02100236_4490,1
332,n02100236_965,1
333,n02106030_9339,1
334,n02107908_6042,1
335,n02099712_7406,1
336,n02088364_12397,0
337,n02106030_18288,0
338,n02115641_1145,1
339,n02100583_2707,1
340,n02097209_49,1
341,n02115641_3977,1
342,n02101006_266,1
343,n02097209_1,0
344,n02105641_7727,1
345,n02091635_134,1
346,n02099267_3768,1
347,n02100236_3504,1
348,n02087046_4370,0
349,n02091467_7151,1
350,n02106030_15419,1
351,n02100877_8507,1
352,n02110185_7879,1
353,n02100877_6462,1
354,n02091635_2766,1
355,n02088364_16721,1
356,n02091467_3055,1
357,n02100583_9902,1
358,n02096585_4662,1
359,n02088364_6109,1
360,n02097298_946,1
361,n02102973_720,1
362,n02113624_3462,1
363,n02091635_3900,1
364,n02101006_3933,1
365,n02115641_5320,1
366,n02097047_14,1
367,n02097047_271,1
368,n02115641_8798,1
369,n02087046_1989,1
370,n02106030_19383,1
371,n02097298_3301,1
372,n02091635_452,0
373,n02097047_5257,1
374,n02106382_1311,1
