,id,label
150,n02097298_9217,0
151,n02097298_825,0
152,n02097298_6681,1
153,n02097298_11133,0
154,n02097298_13452,1
155,n02097298_8322,0
156,n02097298_8452,1
157,n02097298_3301,1
158,n02097298_7629,0
159,n02097298_2976,1
160,n02097298_2792,0
161,n02097298_4485,0
162,n02097298_7371,0
163,n02097298_946,1
164,n02097298_6084,1
165,n02091635_335,1
166,n02091635_4705,1
167,n02091635_1319,1
168,n02091635_863,0
169,n02091635_452,1
170,n02091635_3916,1
171,n02091635_3900,1
172,n02091635_2377,0
173,n02091635_134,1
174,n02091635_3479,0
175,n02091635_4698,1
176,n02091635_2014,1
177,n02091635_2766,1
178,n02091635_1333,1
179,n02091635_1860,1
180,n02099267_3973,1
181,n02099267_3768,0
182,n02099267_720,1
183,n02099267_913,1
184,n02099267_5669,1
185,n02099267_1547,0
186,n02099267_4359,0
187,n02099267_3185,1
188,n02099267_1989,1
189,n02099267_4167,1
190,n02099267_494,1
191,n02099267_3609,1
192,n02099267_2259,0
193,n02099267_443,1
194,n02099267_4562,1
195,n02099712_7411,0
196,n02099712_4508,1
197,n02099712_3273,1
198,n02099712_7968,0
199,n02099712_357,0
200,n02099712_6684,1
201,n02099712_6646,1
202,n02099712_3500,1
203,n02099712_6901,0
204,n02099712_9373,1
205,n02099712_2226,0
206,n02099712_8051,1
207,n02099712_7406,0
208,n02099712_4133,0
209,n02099712_2224,1
210,n02106030_19383,1
211,n02106030_14089,0
212,n02106030_9339,1
213,n02106030_14738,0
214,n02106030_2522,0
215,n02106030_15619,1
216,n02106030_7895,1
217,n02106030_15631,1
218,n02106030_16338,1
219,n02106030_19433,1
220,n02106030_5310,1
221,n02106030_18288,1
222,n02106030_1821,0
223,n02106030_17232,0
224,n02106030_15419,0
225,n02087046_178,1
226,n02087046_4614,1
227,n02087046_6003,1
228,n02087046_4402,1
229,n02087046_4370,0
230,n02087046_420,0
231,n02087046_568,1
232,n02087046_3543,1
233,n02087046_5325,1
234,n02087046_1792,0
235,n02087046_4832,1
236,n02087046_1989,0
237,n02087046_3608,1
238,n02087046_4401,1
239,n02087046_2058,0
240,n02089867_3253,1
241,n02089867_2950,1
242,n02089867_1295,0
243,n02089867_2039,1
244,n02089867_1082,0
245,n02089867_2010,1
246,n02089867_1243,1
247,n02089867_2602,1
248,n02089867_3044,1
249,n02089867_91,0
250,n02089867_2614,1
251,n02089867_266,0
252,n02089867_3456,1
253,n02089867_3126,1
254,n02089867_3133,0
255,n02088364_12397,0
256,n02088364_14095,1
257,n02088364_8871,0
258,n02088364_12816,1
259,n02088364_6109,0
260,n02088364_1128,1
261,n02088364_12745,1
262,n02088364_17167,1
263,n02088364_9825,0
264,n02088364_14863,1
265,n02088364_16721,1
266,n02088364_2019,1
267,n02088364_4052,1
268,n02088364_16695,1
269,n02088364_5826,0
270,n02100877_1913,1
271,n02100877_6926,1
272,n02100877_4704,1
273,n02100877_6852,1
274,n02100877_4506,1
275,n02100877_7033,1
276,n02100877_6462,1
277,n02100877_648,1
278,n02100877_3056,1
279,n02100877_1669,0
280,n02100877_2599,0
281,n02100877_6728,0
282,n02100877_4895,1
283,n02100877_8507,1
284,n02100877_7636,1
285,n02093647_2941,1
286,n02093647_1247,1
287,n02093647_1870,0
288,n02093647_2376,1
289,n02093647_2388,0
290,n02093647_1736,0
291,n02093647_1905,1
292,n02093647_356,1
293,n02093647_630,1
294,n02093647_3335,0
295,n02093647_3453,0
296,n02093647_1278,1
297,n02093647_1495,0
298,n02093647_2822,1
299,n02093647_2349,0
300,n02107908_6042,1
301,n02107908_4669,1
302,n02107908_3728,1
303,n02107908_849,0
304,n02107908_691,1
305,n02107908_5371,0
306,n02107908_2608,1
307,n02107908_7943,1
308,n02107908_451,1
309,n02107908_3926,1
310,n02107908_7567,1
311,n02107908_5402,1
312,n02107908_2543,1
313,n02107908_3311,0
314,n02107908_2555,0
315,n02113624_3714,1
316,n02113624_3462,1
317,n02113624_2595,1
318,n02113624_2224,1
319,n02113624_1077,1
320,n02113624_1063,1
321,n02113624_9199,1
322,n02113624_2609,1
323,n02113624_3517,1
324,n02113624_265,1
325,n02113624_6684,0
326,n02113624_4087,1
327,n02113624_9574,1
328,n02113624_7997,1
329,n02113624_1302,0
330,n02096585_3681,1
331,n02096585_1069,1
332,n02096585_2560,1
333,n02096585_8065,1
334,n02096585_1525,1
335,n02096585_6855,1
336,n02096585_11817,1
337,n02096585_11180,0
338,n02096585_1450,0
339,n02096585_11427,1
340,n02096585_1281,1
341,n02096585_1295,0
342,n02096585_210,0
343,n02096585_4662,1
344,n02096585_12716,1
345,n02115641_12922,0
346,n02115641_6575,1
347,n02115641_7119,1
348,n02115641_8798,1
349,n02115641_4607,1
350,n02115641_5492,0
351,n02115641_1145,1
352,n02115641_3977,0
353,n02115641_7898,1
354,n02115641_9686,1
355,n02115641_13237,1
356,n02115641_6577,1
357,n02115641_2513,1
358,n02115641_5320,0
359,n02115641_5687,1
360,n02102973_4794,1
361,n02102973_720,1
362,n02102973_1377,1
363,n02102973_2642,1
364,n02102973_4597,1
365,n02102973_2870,0
366,n02102973_721,1
367,n02102973_3978,1
368,n02102973_2535,1
369,n02102973_457,0
370,n02102973_5064,0
371,n02102973_480,1
372,n02102973_2904,1
373,n02102973_1200,1
374,n02102973_2286,1
